"Index.year","Reference.year..main.","Protocol.order","Country","categoria","valor","col"
2020,2018,12,"IT","MONEY",79,"white"
2020,2018,13,"CY","MONEY",81.7,"white"
2020,2018,14,"LV","MONEY",65.2,"black"
2020,2018,15,"LT","MONEY",66.1,"black"
2020,2018,16,"LU","MONEY",90,"white"
2020,2018,17,"HU","MONEY",72,"black"
2020,2018,18,"MT","MONEY",82.6,"white"
2020,2018,19,"NL","MONEY",86.2,"white"
2020,2018,20,"AT","MONEY",86.7,"white"
2020,2018,21,"PL","MONEY",75.5,"black"
2020,2018,22,"PT","MONEY",72.8,"black"
2020,2018,23,"RO","MONEY",63,"black"
2020,2018,24,"SI","MONEY",83,"white"
2020,2018,25,"SK","MONEY",75.1,"black"
2020,2018,26,"FI","MONEY",87.1,"white"
2020,2018,27,"SE","MONEY",86.8,"white"
2021,2019,0,"EU","MONEY",82.4,"white"
2021,2019,1,"BE","MONEY",89.9,"white"
2021,2019,2,"BG","MONEY",64.5,"black"
2021,2019,3,"CZ","MONEY",78.9,"white"
2021,2019,4,"DK","MONEY",89.1,"white"
2021,2019,5,"DE","MONEY",86,"white"
2021,2019,6,"EE","MONEY",73.2,"black"
2021,2019,7,"IE","MONEY",87.8,"white"
2021,2019,8,"EL","MONEY",73.7,"black"
2021,2019,9,"ES","MONEY",78.4,"white"
2021,2019,10,"FR","MONEY",86.3,"white"
2021,2019,11,"HR","MONEY",74,"black"
2021,2019,12,"IT","MONEY",79.4,"white"
2021,2019,13,"CY","MONEY",82.6,"white"
2021,2019,14,"LV","MONEY",68.7,"black"
2021,2019,15,"LT","MONEY",69.9,"black"
2021,2019,16,"LU","MONEY",92.4,"white"
2021,2019,17,"HU","MONEY",73.3,"black"
2021,2019,18,"MT","MONEY",84.2,"white"
2021,2019,19,"NL","MONEY",87,"white"
2021,2019,20,"AT","MONEY",87.7,"white"
2021,2019,21,"PL","MONEY",76.7,"white"
2021,2019,22,"PT","MONEY",73.6,"black"
2021,2019,23,"RO","MONEY",69.1,"black"
2021,2019,24,"SI","MONEY",83.7,"white"
2021,2019,25,"SK","MONEY",75.1,"black"
2021,2019,26,"FI","MONEY",87.9,"white"
2021,2019,27,"SE","MONEY",85.4,"white"
2022,2020,0,"EU","MONEY",82.6,"white"
2022,2020,1,"BE","MONEY",89.8,"white"
2022,2020,2,"BG","MONEY",65,"black"
2022,2020,3,"CZ","MONEY",79,"white"
2022,2020,4,"DK","MONEY",88.5,"white"
2022,2020,5,"DE","MONEY",83.5,"white"
2022,2020,6,"EE","MONEY",73.6,"black"
2022,2020,7,"IE","MONEY",87.5,"white"
2022,2020,8,"EL","MONEY",72.8,"black"
2022,2020,9,"ES","MONEY",78.7,"white"
2022,2020,10,"FR","MONEY",84.7,"white"
2022,2020,11,"HR","MONEY",74.1,"black"
2022,2020,12,"IT","MONEY",80.5,"white"
2022,2020,13,"CY","MONEY",83.1,"white"
2022,2020,14,"LV","MONEY",69.4,"black"
2022,2020,15,"LT","MONEY",70.4,"black"
2022,2020,16,"LU","MONEY",92.6,"white"
2022,2020,17,"HU","MONEY",73.8,"black"
2022,2020,18,"MT","MONEY",83.6,"white"
2022,2020,19,"NL","MONEY",86.6,"white"
2022,2020,20,"AT","MONEY",87.5,"white"
2022,2020,21,"PL","MONEY",78.1,"white"
2022,2020,22,"PT","MONEY",74.7,"black"
2022,2020,23,"RO","MONEY",70.2,"black"
2022,2020,24,"SI","MONEY",83.9,"white"
2022,2020,25,"SK","MONEY",74.8,"black"
2022,2020,26,"FI","MONEY",87.5,"white"
2022,2020,27,"SE","MONEY",85.9,"white"
2013,2010,0,"EU","KNOWLEDGE",59.8,"black"
2013,2010,1,"BE","KNOWLEDGE",70.6,"white"
2013,2010,2,"BG","KNOWLEDGE",50.4,"black"
2013,2010,3,"CZ","KNOWLEDGE",55.4,"black"
2013,2010,4,"DK","KNOWLEDGE",73.2,"white"
2013,2010,5,"DE","KNOWLEDGE",56.3,"black"
2013,2010,6,"EE","KNOWLEDGE",51.6,"black"
2013,2010,7,"IE","KNOWLEDGE",65.3,"white"
2013,2010,8,"EL","KNOWLEDGE",53.4,"black"
2013,2010,9,"ES","KNOWLEDGE",63.5,"white"
2013,2010,10,"FR","KNOWLEDGE",62,"white"
2013,2010,11,"HR","KNOWLEDGE",49.9,"black"
2013,2010,12,"IT","KNOWLEDGE",53.8,"black"
2013,2010,13,"CY","KNOWLEDGE",55.5,"black"
2013,2010,14,"LV","KNOWLEDGE",49.2,"black"
2013,2010,15,"LT","KNOWLEDGE",54.3,"black"
2013,2010,16,"LU","KNOWLEDGE",66.3,"white"
2013,2010,17,"HU","KNOWLEDGE",54.5,"black"
2013,2010,18,"MT","KNOWLEDGE",65.4,"white"
2013,2010,19,"NL","KNOWLEDGE",66.9,"white"
2013,2010,20,"AT","KNOWLEDGE",58.9,"black"
2013,2010,21,"PL","KNOWLEDGE",57.8,"black"
2013,2010,22,"PT","KNOWLEDGE",50.1,"black"
2013,2010,23,"RO","KNOWLEDGE",47.2,"black"
2013,2010,24,"SI","KNOWLEDGE",55,"black"
2013,2010,25,"SK","KNOWLEDGE",59.5,"black"
2013,2010,26,"FI","KNOWLEDGE",58.6,"black"
2013,2010,27,"SE","KNOWLEDGE",70.7,"white"
2015,2012,0,"EU","KNOWLEDGE",61.1,"black"
2015,2012,1,"BE","KNOWLEDGE",70.6,"white"
2015,2012,2,"BG","KNOWLEDGE",51.9,"black"
2015,2012,3,"CZ","KNOWLEDGE",57.7,"black"
2015,2012,4,"DK","KNOWLEDGE",71.3,"white"
2015,2012,5,"DE","KNOWLEDGE",57.1,"black"
2015,2012,6,"EE","KNOWLEDGE",53.8,"black"
2015,2012,7,"IE","KNOWLEDGE",67.7,"white"
2015,2012,8,"EL","KNOWLEDGE",54.3,"black"
2015,2012,9,"ES","KNOWLEDGE",64.2,"white"
2015,2012,10,"FR","KNOWLEDGE",62.4,"white"
2015,2012,11,"HR","KNOWLEDGE",48.5,"black"
2015,2012,12,"IT","KNOWLEDGE",56.7,"black"
2015,2012,13,"CY","KNOWLEDGE",58.2,"black"
2015,2012,14,"LV","KNOWLEDGE",48.8,"black"
2015,2012,15,"LT","KNOWLEDGE",54.7,"black"
2015,2012,16,"LU","KNOWLEDGE",68.7,"white"
2015,2012,17,"HU","KNOWLEDGE",54.3,"black"
2015,2012,18,"MT","KNOWLEDGE",66.3,"white"
2015,2012,19,"NL","KNOWLEDGE",66.9,"white"
2015,2012,20,"AT","KNOWLEDGE",59.9,"black"
2015,2012,21,"PL","KNOWLEDGE",56.5,"black"
2015,2012,22,"PT","KNOWLEDGE",54.9,"black"
2015,2012,23,"RO","KNOWLEDGE",50.2,"black"
2015,2012,24,"SI","KNOWLEDGE",54.9,"black"
2015,2012,25,"SK","KNOWLEDGE",59.6,"black"
2015,2012,26,"FI","KNOWLEDGE",59.5,"black"
2015,2012,27,"SE","KNOWLEDGE",70.9,"white"
2017,2015,0,"EU","KNOWLEDGE",62.4,"white"
2017,2015,1,"BE","KNOWLEDGE",71.1,"white"
2017,2015,2,"BG","KNOWLEDGE",53.3,"black"
2017,2015,3,"CZ","KNOWLEDGE",57.3,"black"
2017,2015,4,"DK","KNOWLEDGE",73.6,"white"
2017,2015,5,"DE","KNOWLEDGE",52.9,"black"
2017,2015,6,"EE","KNOWLEDGE",53.2,"black"
2017,2015,7,"IE","KNOWLEDGE",66.4,"white"
2017,2015,8,"EL","KNOWLEDGE",55.6,"black"
2017,2015,9,"ES","KNOWLEDGE",65.3,"white"
2017,2015,10,"FR","KNOWLEDGE",66.1,"white"
2017,2015,11,"HR","KNOWLEDGE",49.8,"black"
2017,2015,12,"IT","KNOWLEDGE",61.4,"white"
2017,2015,13,"CY","KNOWLEDGE",58.5,"black"
2017,2015,14,"LV","KNOWLEDGE",48.9,"black"
2017,2015,15,"LT","KNOWLEDGE",55.8,"black"
2017,2015,16,"LU","KNOWLEDGE",69.4,"white"
2017,2015,17,"HU","KNOWLEDGE",56.9,"black"
2017,2015,18,"MT","KNOWLEDGE",65.2,"white"
2017,2015,19,"NL","KNOWLEDGE",67.3,"white"
2017,2015,20,"AT","KNOWLEDGE",63.2,"white"
2017,2015,21,"PL","KNOWLEDGE",56,"black"
2017,2015,22,"PT","KNOWLEDGE",54.8,"black"
2017,2015,23,"RO","KNOWLEDGE",51.8,"black"
2017,2015,24,"SI","KNOWLEDGE",55,"black"
2017,2015,25,"SK","KNOWLEDGE",60,"black"
2017,2015,26,"FI","KNOWLEDGE",61.3,"white"
2017,2015,27,"SE","KNOWLEDGE",72.8,"white"
2019,2017,0,"EU","KNOWLEDGE",62.6,"white"
2019,2017,1,"BE","KNOWLEDGE",71.3,"white"
2019,2017,2,"BG","KNOWLEDGE",53.2,"black"
2019,2017,3,"CZ","KNOWLEDGE",59,"black"
2019,2017,4,"DK","KNOWLEDGE",72.3,"white"
2019,2017,5,"DE","KNOWLEDGE",53.7,"black"
2019,2017,6,"EE","KNOWLEDGE",55.5,"black"
2019,2017,7,"IE","KNOWLEDGE",66.9,"white"
2019,2017,8,"EL","KNOWLEDGE",55.7,"black"
2019,2017,9,"ES","KNOWLEDGE",67.4,"white"
2019,2017,10,"FR","KNOWLEDGE",66,"white"
2019,2017,11,"HR","KNOWLEDGE",50.4,"black"
2019,2017,12,"IT","KNOWLEDGE",61.2,"white"
2019,2017,13,"CY","KNOWLEDGE",56.5,"black"
2019,2017,14,"LV","KNOWLEDGE",49.7,"black"
2019,2017,15,"LT","KNOWLEDGE",55.9,"black"
2019,2017,16,"LU","KNOWLEDGE",69.5,"white"
2019,2017,17,"HU","KNOWLEDGE",56.9,"black"
2019,2017,18,"MT","KNOWLEDGE",65.8,"white"
2019,2017,19,"NL","KNOWLEDGE",67.1,"white"
2019,2017,20,"AT","KNOWLEDGE",64.1,"white"
2019,2017,21,"PL","KNOWLEDGE",56.5,"black"
2019,2017,22,"PT","KNOWLEDGE",55.1,"black"
2019,2017,23,"RO","KNOWLEDGE",51.5,"black"
2019,2017,24,"SI","KNOWLEDGE",56,"black"
2019,2017,25,"SK","KNOWLEDGE",60.4,"black"
2019,2017,26,"FI","KNOWLEDGE",61.1,"black"
2019,2017,27,"SE","KNOWLEDGE",73.8,"white"
2020,2018,0,"EU","KNOWLEDGE",62.8,"white"
2020,2018,1,"BE","KNOWLEDGE",71.4,"white"
2020,2018,2,"BG","KNOWLEDGE",54.9,"black"
2020,2018,3,"CZ","KNOWLEDGE",58.4,"black"
2020,2018,4,"DK","KNOWLEDGE",71.3,"white"
2020,2018,5,"DE","KNOWLEDGE",54,"black"
2020,2018,6,"EE","KNOWLEDGE",56.3,"black"
2020,2018,7,"IE","KNOWLEDGE",67.3,"white"
2020,2018,8,"EL","KNOWLEDGE",54.8,"black"
2020,2018,9,"ES","KNOWLEDGE",67.6,"white"
2020,2018,10,"FR","KNOWLEDGE",66.3,"white"
2020,2018,11,"HR","KNOWLEDGE",51.6,"black"
2020,2018,12,"IT","KNOWLEDGE",61.9,"white"
2020,2018,13,"CY","KNOWLEDGE",56.2,"black"
2020,2018,14,"LV","KNOWLEDGE",49.3,"black"
2020,2018,15,"LT","KNOWLEDGE",56.2,"black"
2020,2018,16,"LU","KNOWLEDGE",70,"white"
2020,2018,17,"HU","KNOWLEDGE",57.4,"black"
2020,2018,18,"MT","KNOWLEDGE",67.1,"white"
2020,2018,19,"NL","KNOWLEDGE",67.3,"white"
2020,2018,20,"AT","KNOWLEDGE",63.8,"white"
2020,2018,21,"PL","KNOWLEDGE",57.2,"black"
2020,2018,22,"PT","KNOWLEDGE",55.7,"black"
2020,2018,23,"RO","KNOWLEDGE",52.4,"black"
2020,2018,24,"SI","KNOWLEDGE",55.9,"black"
2020,2018,25,"SK","KNOWLEDGE",61.2,"white"
2020,2018,26,"FI","KNOWLEDGE",61.6,"white"
2020,2018,27,"SE","KNOWLEDGE",74.2,"white"
2021,2019,0,"EU","KNOWLEDGE",62.7,"white"
2021,2019,1,"BE","KNOWLEDGE",70.8,"white"
2021,2019,2,"BG","KNOWLEDGE",55.2,"black"
2021,2019,3,"CZ","KNOWLEDGE",58.5,"black"
2021,2019,4,"DK","KNOWLEDGE",71,"white"
2021,2019,5,"DE","KNOWLEDGE",54.7,"black"
2021,2019,6,"EE","KNOWLEDGE",57.3,"black"
2021,2019,7,"IE","KNOWLEDGE",67.4,"white"
2021,2019,8,"EL","KNOWLEDGE",54.9,"black"
2021,2019,9,"ES","KNOWLEDGE",67.9,"white"
2021,2019,10,"FR","KNOWLEDGE",67,"white"
2021,2019,11,"HR","KNOWLEDGE",51.8,"black"
2021,2019,12,"IT","KNOWLEDGE",59,"black"
2021,2019,13,"CY","KNOWLEDGE",56,"black"
2021,2019,14,"LV","KNOWLEDGE",50.9,"black"
2021,2019,15,"LT","KNOWLEDGE",56.1,"black"
2021,2019,16,"LU","KNOWLEDGE",70.8,"white"
2021,2019,17,"HU","KNOWLEDGE",57.2,"black"
2021,2019,18,"MT","KNOWLEDGE",65.2,"white"
2021,2019,19,"NL","KNOWLEDGE",67.4,"white"
2021,2019,20,"AT","KNOWLEDGE",64.3,"white"
2021,2019,21,"PL","KNOWLEDGE",57.6,"black"
2021,2019,22,"PT","KNOWLEDGE",56.5,"black"
2021,2019,23,"RO","KNOWLEDGE",52.8,"black"
2021,2019,24,"SI","KNOWLEDGE",56.6,"black"
2021,2019,25,"SK","KNOWLEDGE",61.6,"white"
2021,2019,26,"FI","KNOWLEDGE",61.9,"white"
2021,2019,27,"SE","KNOWLEDGE",75.2,"white"
2022,2020,0,"EU","KNOWLEDGE",62.5,"white"
2022,2020,1,"BE","KNOWLEDGE",70.1,"white"
2022,2020,2,"BG","KNOWLEDGE",56.2,"black"
2022,2020,3,"CZ","KNOWLEDGE",58.9,"black"
2022,2020,4,"DK","KNOWLEDGE",69.3,"white"
2022,2020,5,"DE","KNOWLEDGE",54.7,"black"
2022,2020,6,"EE","KNOWLEDGE",57.4,"black"
2022,2020,7,"IE","KNOWLEDGE",68.1,"white"
2022,2020,8,"EL","KNOWLEDGE",55.8,"black"
2022,2020,9,"ES","KNOWLEDGE",68.3,"white"
2022,2020,10,"FR","KNOWLEDGE",65.5,"white"
2022,2020,11,"HR","KNOWLEDGE",53.4,"black"
2022,2020,12,"IT","KNOWLEDGE",59.5,"black"
2022,2020,13,"CY","KNOWLEDGE",57.8,"black"
2022,2020,14,"LV","KNOWLEDGE",47.7,"black"
2022,2020,15,"LT","KNOWLEDGE",57.6,"black"
2022,2020,16,"LU","KNOWLEDGE",68.9,"white"
2022,2020,17,"HU","KNOWLEDGE",57.1,"black"
2022,2020,18,"MT","KNOWLEDGE",65.2,"white"
2022,2020,19,"NL","KNOWLEDGE",67,"white"
2022,2020,20,"AT","KNOWLEDGE",64,"white"
2022,2020,21,"PL","KNOWLEDGE",57.5,"black"
2022,2020,22,"PT","KNOWLEDGE",56.7,"black"
2022,2020,23,"RO","KNOWLEDGE",52.2,"black"
2022,2020,24,"SI","KNOWLEDGE",56,"black"
2022,2020,25,"SK","KNOWLEDGE",60.9,"black"
2022,2020,26,"FI","KNOWLEDGE",61.5,"white"
2022,2020,27,"SE","KNOWLEDGE",74.6,"white"
2013,2010,0,"EU","TIME",65.2,"white"
2013,2010,1,"BE","TIME",70.3,"white"
2013,2010,2,"BG","TIME",43.9,"black"
2013,2010,3,"CZ","TIME",53.8,"black"
2013,2010,4,"DK","TIME",80.4,"white"
2013,2010,5,"DE","TIME",69.8,"white"
2013,2010,6,"EE","TIME",73.7,"white"
2013,2010,7,"IE","TIME",70.8,"white"
2013,2010,8,"EL","TIME",35.6,"black"
2013,2010,9,"ES","TIME",60.8,"black"
2013,2010,10,"FR","TIME",66.6,"white"
2013,2010,11,"HR","TIME",49.8,"black"
2013,2010,12,"IT","TIME",55.1,"black"
2013,2010,13,"CY","TIME",45.9,"black"
2013,2010,14,"LV","TIME",62,"black"
2013,2010,15,"LT","TIME",52.2,"black"
2013,2010,16,"LU","TIME",70.2,"white"
2013,2010,17,"HU","TIME",54.1,"black"
2013,2010,18,"MT","TIME",54.3,"black"
2013,2010,19,"NL","TIME",85.9,"white"
2013,2010,20,"AT","TIME",56,"black"
2013,2010,21,"PL","TIME",54.2,"black"
2013,2010,22,"PT","TIME",38.7,"black"
2013,2010,23,"RO","TIME",50.6,"black"
2013,2010,24,"SI","TIME",68.3,"white"
2013,2010,25,"SK","TIME",39.9,"black"
2013,2010,26,"FI","TIME",80.1,"white"
2013,2010,27,"SE","TIME",84.5,"white"
2015,2012,0,"EU","TIME",68.1,"white"
2015,2012,1,"BE","TIME",71.8,"white"
2015,2012,2,"BG","TIME",47.4,"black"
2015,2012,3,"CZ","TIME",55.5,"black"
2015,2012,4,"DK","TIME",85.4,"white"
2015,2012,5,"DE","TIME",67.8,"white"
2015,2012,6,"EE","TIME",70.1,"white"
2015,2012,7,"IE","TIME",76.5,"white"
2015,2012,8,"EL","TIME",45.2,"black"
2015,2012,9,"ES","TIME",65.8,"white"
2015,2012,10,"FR","TIME",70.3,"white"
2015,2012,11,"HR","TIME",54.7,"black"
2015,2012,12,"IT","TIME",61.4,"black"
2015,2012,13,"CY","TIME",45.9,"black"
2015,2012,14,"LV","TIME",60.8,"black"
2015,2012,15,"LT","TIME",55.7,"black"
2015,2012,16,"LU","TIME",71.5,"white"
2015,2012,17,"HU","TIME",55.2,"black"
2015,2012,18,"MT","TIME",58.7,"black"
2015,2012,19,"NL","TIME",86.7,"white"
2015,2012,20,"AT","TIME",65.3,"white"
2015,2012,21,"PL","TIME",55.3,"black"
2015,2012,22,"PT","TIME",46,"black"
2015,2012,23,"RO","TIME",53.2,"black"
2015,2012,24,"SI","TIME",72.4,"white"
2015,2012,25,"SK","TIME",43.4,"black"
2015,2012,26,"FI","TIME",81,"white"
2015,2012,27,"SE","TIME",83.5,"white"
2017,2015,0,"EU","TIME",64.9,"white"
2017,2015,1,"BE","TIME",65.3,"white"
2017,2015,2,"BG","TIME",42.7,"black"
2017,2015,3,"CZ","TIME",57.3,"black"
2017,2015,4,"DK","TIME",83.1,"white"
2017,2015,5,"DE","TIME",65,"white"
2017,2015,6,"EE","TIME",74.7,"white"
2017,2015,7,"IE","TIME",74.2,"white"
2017,2015,8,"EL","TIME",44.7,"black"
2017,2015,9,"ES","TIME",64,"white"
2017,2015,10,"FR","TIME",67.3,"white"
2017,2015,11,"HR","TIME",51,"black"
2017,2015,12,"IT","TIME",59.3,"black"
2017,2015,13,"CY","TIME",51.3,"black"
2017,2015,14,"LV","TIME",65.8,"white"
2017,2015,15,"LT","TIME",50.6,"black"
2017,2015,16,"LU","TIME",69.1,"white"
2017,2015,17,"HU","TIME",54.3,"black"
2017,2015,18,"MT","TIME",64.2,"white"
2017,2015,19,"NL","TIME",83.9,"white"
2017,2015,20,"AT","TIME",61.2,"black"
2017,2015,21,"PL","TIME",52.5,"black"
2017,2015,22,"PT","TIME",47.5,"black"
2017,2015,23,"RO","TIME",50.3,"black"
2017,2015,24,"SI","TIME",72.9,"white"
2017,2015,25,"SK","TIME",46.3,"black"
2017,2015,26,"FI","TIME",77.4,"white"
2017,2015,27,"SE","TIME",90.1,"white"
2019,2017,0,"EU","TIME",64.9,"white"
2019,2017,1,"BE","TIME",65.3,"white"
2019,2017,2,"BG","TIME",42.7,"black"
2019,2017,3,"CZ","TIME",57.3,"black"
2019,2017,4,"DK","TIME",83.1,"white"
2019,2017,5,"DE","TIME",65,"white"
2019,2017,6,"EE","TIME",74.7,"white"
2019,2017,7,"IE","TIME",74.2,"white"
2019,2017,8,"EL","TIME",44.7,"black"
2019,2017,9,"ES","TIME",64,"white"
2019,2017,10,"FR","TIME",67.3,"white"
2019,2017,11,"HR","TIME",51,"black"
2019,2017,12,"IT","TIME",59.3,"black"
2019,2017,13,"CY","TIME",51.3,"black"
2019,2017,14,"LV","TIME",65.8,"white"
2019,2017,15,"LT","TIME",50.6,"black"
2019,2017,16,"LU","TIME",69.1,"white"
2019,2017,17,"HU","TIME",54.3,"black"
2019,2017,18,"MT","TIME",64.2,"white"
2019,2017,19,"NL","TIME",83.9,"white"
2019,2017,20,"AT","TIME",61.2,"black"
2019,2017,21,"PL","TIME",52.5,"black"
2019,2017,22,"PT","TIME",47.5,"black"
2019,2017,23,"RO","TIME",50.3,"black"
2019,2017,24,"SI","TIME",72.9,"white"
2019,2017,25,"SK","TIME",46.3,"black"
2019,2017,26,"FI","TIME",77.4,"white"
2019,2017,27,"SE","TIME",90.1,"white"
2020,2018,0,"EU","TIME",64.9,"white"
2020,2018,1,"BE","TIME",65.3,"white"
2020,2018,2,"BG","TIME",42.7,"black"
2020,2018,3,"CZ","TIME",57.3,"black"
2020,2018,4,"DK","TIME",83.1,"white"
2020,2018,5,"DE","TIME",65,"white"
2020,2018,6,"EE","TIME",74.7,"white"
2020,2018,7,"IE","TIME",74.2,"white"
2020,2018,8,"EL","TIME",44.7,"black"
2020,2018,9,"ES","TIME",64,"white"
2020,2018,10,"FR","TIME",67.3,"white"
2020,2018,11,"HR","TIME",51,"black"
2020,2018,12,"IT","TIME",59.3,"black"
2020,2018,13,"CY","TIME",51.3,"black"
2020,2018,14,"LV","TIME",65.8,"white"
2020,2018,15,"LT","TIME",50.6,"black"
2020,2018,16,"LU","TIME",69.1,"white"
2020,2018,17,"HU","TIME",54.3,"black"
2020,2018,18,"MT","TIME",64.2,"white"
2020,2018,19,"NL","TIME",83.9,"white"
2020,2018,20,"AT","TIME",61.2,"black"
2020,2018,21,"PL","TIME",52.5,"black"
2020,2018,22,"PT","TIME",47.5,"black"
2020,2018,23,"RO","TIME",50.3,"black"
2020,2018,24,"SI","TIME",72.9,"white"
2020,2018,25,"SK","TIME",46.3,"black"
2020,2018,26,"FI","TIME",77.4,"white"
2020,2018,27,"SE","TIME",90.1,"white"
2021,2019,0,"EU","TIME",64.9,"white"
2021,2019,1,"BE","TIME",65.3,"white"
2021,2019,2,"BG","TIME",42.7,"black"
2021,2019,3,"CZ","TIME",57.3,"black"
2021,2019,4,"DK","TIME",83.1,"white"
2021,2019,5,"DE","TIME",65,"white"
2021,2019,6,"EE","TIME",74.7,"white"
2021,2019,7,"IE","TIME",74.2,"white"
2021,2019,8,"EL","TIME",44.7,"black"
2021,2019,9,"ES","TIME",64,"white"
2021,2019,10,"FR","TIME",67.3,"white"
2021,2019,11,"HR","TIME",51,"black"
2021,2019,12,"IT","TIME",59.3,"black"
2021,2019,13,"CY","TIME",51.3,"black"
2021,2019,14,"LV","TIME",65.8,"white"
2021,2019,15,"LT","TIME",50.6,"black"
2021,2019,16,"LU","TIME",69.1,"white"
2021,2019,17,"HU","TIME",54.3,"black"
2021,2019,18,"MT","TIME",64.2,"white"
2021,2019,19,"NL","TIME",83.9,"white"
2021,2019,20,"AT","TIME",61.2,"black"
2021,2019,21,"PL","TIME",52.5,"black"
2021,2019,22,"PT","TIME",47.5,"black"
2021,2019,23,"RO","TIME",50.3,"black"
2021,2019,24,"SI","TIME",72.9,"white"
2021,2019,25,"SK","TIME",46.3,"black"
2021,2019,26,"FI","TIME",77.4,"white"
2021,2019,27,"SE","TIME",90.1,"white"
2022,2020,0,"EU","TIME",64.9,"white"
2022,2020,1,"BE","TIME",65.3,"white"
2022,2020,2,"BG","TIME",42.7,"black"
2022,2020,3,"CZ","TIME",57.3,"black"
2022,2020,4,"DK","TIME",83.1,"white"
2022,2020,5,"DE","TIME",65,"white"
2022,2020,6,"EE","TIME",74.7,"white"
2022,2020,7,"IE","TIME",74.2,"white"
2022,2020,8,"EL","TIME",44.7,"black"
2022,2020,9,"ES","TIME",64,"white"
2022,2020,10,"FR","TIME",67.3,"white"
2022,2020,11,"HR","TIME",51,"black"
2022,2020,12,"IT","TIME",59.3,"black"
2022,2020,13,"CY","TIME",51.3,"black"
2022,2020,14,"LV","TIME",65.8,"white"
2022,2020,15,"LT","TIME",50.6,"black"
2022,2020,16,"LU","TIME",69.1,"white"
2022,2020,17,"HU","TIME",54.3,"black"
2022,2020,18,"MT","TIME",64.2,"white"
2022,2020,19,"NL","TIME",83.9,"white"
2022,2020,20,"AT","TIME",61.2,"black"
2022,2020,21,"PL","TIME",52.5,"black"
2022,2020,22,"PT","TIME",47.5,"black"
2022,2020,23,"RO","TIME",50.3,"black"
2022,2020,24,"SI","TIME",72.9,"white"
2022,2020,25,"SK","TIME",46.3,"black"
2022,2020,26,"FI","TIME",77.4,"white"
2022,2020,27,"SE","TIME",90.1,"white"
2013,2010,0,"EU","POWER",41.9,"black"
2013,2010,1,"BE","POWER",47.9,"black"
2013,2010,2,"BG","POWER",45.8,"black"
2013,2010,3,"CZ","POWER",31,"black"
2013,2010,4,"DK","POWER",58,"white"
2013,2010,5,"DE","POWER",38.3,"black"
2013,2010,6,"EE","POWER",21.9,"black"
2013,2010,7,"IE","POWER",37.2,"black"
2013,2010,8,"EL","POWER",22.3,"black"
2013,2010,9,"ES","POWER",52.6,"white"
2013,2010,10,"FR","POWER",52.4,"white"
2013,2010,11,"HR","POWER",28.4,"black"
2013,2010,12,"IT","POWER",25.2,"black"
2013,2010,13,"CY","POWER",15.4,"black"
2013,2010,14,"LV","POWER",34.8,"black"
2013,2010,15,"LT","POWER",32.9,"black"
2013,2010,16,"LU","POWER",25.6,"black"
2013,2010,17,"HU","POWER",23.5,"black"
2013,2010,18,"MT","POWER",20.9,"black"
2013,2010,19,"NL","POWER",56.9,"white"
2013,2010,20,"AT","POWER",28.4,"black"
2013,2010,21,"PL","POWER",30.6,"black"
2013,2010,22,"PT","POWER",34.9,"black"
2013,2010,23,"RO","POWER",30.8,"black"
2013,2010,24,"SI","POWER",41.1,"black"
2013,2010,25,"SK","POWER",29.5,"black"
2013,2010,26,"FI","POWER",69.1,"white"
2013,2010,27,"SE","POWER",77.8,"white"
2015,2012,0,"EU","POWER",43.6,"black"
2015,2012,1,"BE","POWER",50.5,"white"
2015,2012,2,"BG","POWER",49.4,"black"
2015,2012,3,"CZ","POWER",32,"black"
2015,2012,4,"DK","POWER",57.5,"white"
2015,2012,5,"DE","POWER",46,"black"
2015,2012,6,"EE","POWER",22,"black"
2015,2012,7,"IE","POWER",40.7,"black"
2015,2012,8,"EL","POWER",22.3,"black"
2015,2012,9,"ES","POWER",52.9,"white"
2015,2012,10,"FR","POWER",55.1,"white"
2015,2012,11,"HR","POWER",27.3,"black"
2015,2012,12,"IT","POWER",29.4,"black"
2015,2012,13,"CY","POWER",17.4,"black"
2015,2012,14,"LV","POWER",37.9,"black"
2015,2012,15,"LT","POWER",27.7,"black"
2015,2012,16,"LU","POWER",34.9,"black"
2015,2012,17,"HU","POWER",21.9,"black"
2015,2012,18,"MT","POWER",25,"black"
2015,2012,19,"NL","POWER",56.6,"white"
2015,2012,20,"AT","POWER",30.8,"black"
2015,2012,21,"PL","POWER",34.8,"black"
2015,2012,22,"PT","POWER",29.7,"black"
2015,2012,23,"RO","POWER",28.8,"black"
2015,2012,24,"SI","POWER",51.5,"white"
2015,2012,25,"SK","POWER",25.4,"black"
2015,2012,26,"FI","POWER",73.2,"white"
2015,2012,27,"SE","POWER",75.2,"white"
2017,2015,0,"EU","POWER",48.4,"black"
2017,2015,1,"BE","POWER",53.4,"white"
2017,2015,2,"BG","POWER",56,"white"
2017,2015,3,"CZ","POWER",22.6,"black"
2017,2015,4,"DK","POWER",61.5,"white"
2017,2015,5,"DE","POWER",53,"white"
2017,2015,6,"EE","POWER",28.2,"black"
2017,2015,7,"IE","POWER",48.6,"black"
2017,2015,8,"EL","POWER",21.7,"black"
2017,2015,9,"ES","POWER",57,"white"
2017,2015,10,"FR","POWER",68.2,"white"
2017,2015,11,"HR","POWER",28.5,"black"
2017,2015,12,"IT","POWER",45.3,"black"
